,X,DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,VEHICLE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2
754,36377,1/21/14,11:30,MANHATTAN,10023,40.7780145,-73.9821163,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
755,36378,1/21/14,11:30,BROOKLYN,11219,40.6277016,-73.9997298,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
756,36379,1/21/14,11:30,BROOKLYN,11211,40.7119028,-73.9490137,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
757,36380,1/21/14,11:30,BRONX,10469,40.8711763,-73.8527057,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
758,36381,1/21/14,11:25,MANHATTAN,10119,40.7605247,-73.9799732,0,0,0,0,0,0,0,0,Pavement Slippery,PICK-UP TRUCK,64,0,206,0,-110,68,340
759,36382,1/21/14,11:25,MANHATTAN,10017,40.7539439,-73.9721356,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
760,36383,1/21/14,11:25,BROOKLYN,11237,40.7090648,-73.9241857,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
761,36384,1/21/14,11:25,BROOKLYN,11225,40.6639058,-73.9509752,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
762,36385,1/21/14,11:24,QUEENS,11432,40.7091559,-73.8006583,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
763,36386,1/21/14,11:23,BRONX,10456,40.829141,-73.9081027,2,0,0,0,0,0,2,0,Pavement Slippery,VAN,64,0,206,0,-110,68,340
764,36387,1/21/14,11:21,MANHATTAN,10027,40.8045868,-73.9478121,0,0,0,0,0,0,0,0,Traffic Control Disregarded,TAXI,64,0,206,0,-110,68,340
765,36388,1/21/14,11:20,QUEENS,NA,40.6677797,-73.8012645,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
766,36389,1/21/14,11:20,QUEENS,11416,40.68424,-73.8460949,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
767,36390,1/21/14,11:20,QUEENS,11385,40.7050353,-73.8574297,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
768,36391,1/21/14,11:20,QUEENS,11377,40.7459414,-73.900054,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
769,36392,1/21/14,11:20,QUEENS,11104,40.7397395,-73.9231764,0,0,0,0,0,0,0,0,Unspecified,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
770,36393,1/21/14,11:20,QUEENS,11101,40.7481081,-73.9473547,0,0,0,0,0,0,0,0,Lost Consciousness,PASSENGER VEHICLE,64,0,206,0,-110,68,340
771,36394,1/21/14,11:20,MANHATTAN,10025,40.806081,-73.9653084,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,64,0,206,0,-110,68,340
772,36395,1/21/14,11:20,MANHATTAN,10023,40.7791238,-73.9849757,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PICK-UP TRUCK,64,0,206,0,-110,68,340
773,36396,1/21/14,11:20,MANHATTAN,10018,40.7583388,-73.9964084,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
774,36397,1/21/14,11:20,MANHATTAN,10001,40.7538318,-74.0071393,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
775,36398,1/21/14,11:19,BROOKLYN,11205,40.696302,-73.9754414,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
776,36399,1/21/14,11:18,QUEENS,11369,40.7640141,-73.8812156,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
777,36400,1/21/14,11:18,BRONX,10468,40.8628153,-73.90755,1,0,0,0,0,0,1,0,Pavement Slippery,VAN,64,0,206,0,-110,68,340
778,36401,1/21/14,11:18,QUEENS,11413,40.6505844,-73.75744,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
779,36402,1/21/14,11:18,BROOKLYN,11226,40.6508869,-73.964654,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
780,36403,1/21/14,11:15,STATEN ISLAND,10309,40.5216787,-74.2126808,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
781,36404,1/21/14,11:15,STATEN ISLAND,10301,40.6152843,-74.0971462,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
782,36405,1/21/14,11:15,MANHATTAN,10021,40.7664937,-73.9569573,0,0,0,0,0,0,0,0,Other Vehicular,VAN,64,0,206,0,-110,68,340
783,36406,1/21/14,11:15,MANHATTAN,10013,40.7210624,-73.9981962,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,LIVERY VEHICLE,64,0,206,0,-110,68,340
784,36407,1/21/14,11:15,BRONX,10469,40.8595013,-73.8430033,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
785,36408,1/21/14,11:12,MANHATTAN,10027,40.8145804,-73.9479488,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
786,36409,1/21/14,11:11,QUEENS,11377,40.7542804,-73.8975005,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
787,36410,1/21/14,11:10,QUEENS,11102,40.7676492,-73.9207688,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
788,36411,1/21/14,11:10,MANHATTAN,10022,40.762288,-73.9723632,1,0,0,0,0,0,1,0,Turning Improperly,PASSENGER VEHICLE,64,0,206,0,-110,68,340
789,36412,1/21/14,11:10,QUEENS,11354,40.7692856,-73.8244429,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
790,36413,1/21/14,11:10,BROOKLYN,11223,40.5978331,-73.965485,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
791,36414,1/21/14,11:10,BROOKLYN,11205,40.6946875,-73.955197,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
792,36415,1/21/14,11:10,BROOKLYN,11203,40.6552747,-73.931772,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
793,36416,1/21/14,11:10,BRONX,10463,40.8826136,-73.8925616,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
794,36417,1/21/14,11:05,MANHATTAN,10012,40.7208921,-73.9957503,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
795,36418,1/21/14,11:05,BROOKLYN,11214,40.5969791,-74.0026791,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
796,36419,1/21/14,11:05,BRONX,10465,40.8166781,-73.8003073,0,0,0,0,0,0,0,0,Driver Inexperience,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
797,36420,1/21/14,11:04,BRONX,10458,40.8567445,-73.895264,1,0,0,0,0,0,1,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
798,36421,1/21/14,11:04,QUEENS,11435,40.7017656,-73.8079259,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
799,36422,1/21/14,11:04,MANHATTAN,10002,40.7236503,-73.991024,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,VAN,64,0,206,0,-110,68,340
800,36423,1/21/14,11:00,MANHATTAN,NA,40.6635016,-73.8021963,1,0,0,0,0,0,1,0,Unspecified,OTHER,64,0,206,0,-110,68,340
801,36424,1/21/14,11:00,MANHATTAN,NA,40.8380117,-73.8732802,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
802,36425,1/21/14,11:00,QUEENS,NA,40.737833,-73.9356863,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
803,36426,1/21/14,11:00,BROOKLYN,NA,40.7329414,-73.9203819,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
804,36427,1/21/14,11:00,STATEN ISLAND,10306,40.5756144,-74.1479564,0,0,0,0,0,0,0,0,Driver Inexperience,PASSENGER VEHICLE,64,0,206,0,-110,68,340
805,36428,1/21/14,11:00,QUEENS,11435,40.7087314,-73.8076209,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
806,36429,1/21/14,11:00,QUEENS,11435,40.7062918,-73.8129696,0,0,0,0,0,0,0,0,Pavement Slippery,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
807,36430,1/21/14,11:00,QUEENS,11432,40.7114705,-73.8091785,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
808,36431,1/21/14,11:00,QUEENS,11432,40.7093579,-73.8080447,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
809,36432,1/21/14,11:00,QUEENS,11422,40.6627742,-73.7411504,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
810,36433,1/21/14,11:00,QUEENS,11416,40.6896041,-73.8386796,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
811,36434,1/21/14,11:00,QUEENS,11373,40.7454835,-73.8886072,0,0,0,0,0,0,0,0,Pavement Slippery,VAN,64,0,206,0,-110,68,340
812,36435,1/21/14,11:00,QUEENS,11372,40.751063,-73.8722373,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
813,36436,1/21/14,11:00,QUEENS,11362,40.7596259,-73.7313888,0,0,0,0,0,0,0,0,Traffic Control Disregarded,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
814,36437,1/21/14,11:00,QUEENS,11361,40.7612459,-73.7629282,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
815,36438,1/21/14,11:00,QUEENS,11361,40.7710399,-73.7742441,0,0,0,0,0,0,0,0,Pavement Slippery,OTHER,64,0,206,0,-110,68,340
816,36439,1/21/14,11:00,QUEENS,11354,40.7624202,-73.8275149,0,0,0,0,0,0,0,0,Unspecified,VAN,64,0,206,0,-110,68,340
817,36440,1/21/14,11:00,MANHATTAN,10019,40.7617706,-73.979056,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,64,0,206,0,-110,68,340
818,36441,1/21/14,11:00,MANHATTAN,10019,40.767242,-73.9862022,0,0,0,0,0,0,0,0,Pavement Slippery,TAXI,64,0,206,0,-110,68,340
819,36442,1/21/14,11:00,BROOKLYN,11219,40.6291613,-74.0114275,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
820,36443,1/21/14,11:00,BROOKLYN,11207,40.6718921,-73.8958679,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
821,36444,1/21/14,11:00,BROOKLYN,11207,40.6613849,-73.884098,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
822,36445,1/21/14,11:00,BROOKLYN,11206,40.707655,-73.9398375,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
823,36446,1/21/14,11:00,BROOKLYN,11204,40.6108438,-73.9782605,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,64,0,206,0,-110,68,340
824,36447,1/21/14,11:00,BRONX,10460,40.8306414,-73.8856316,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
825,36448,1/21/14,11:00,BRONX,10457,40.8514044,-73.8934253,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
826,36449,1/21/14,10:58,BRONX,10466,40.8901351,-73.8625556,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
827,36450,1/21/14,10:54,MANHATTAN,10012,40.728034,-74.0021503,0,0,0,0,0,0,0,0,Pavement Slippery,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
828,36451,1/21/14,10:50,QUEENS,NA,40.6664063,-73.8026224,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
829,36452,1/21/14,10:50,STATEN ISLAND,10301,40.6140763,-74.0975262,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
830,36453,1/21/14,10:50,QUEENS,11435,40.6922003,-73.8097096,0,0,0,0,0,0,0,0,Pavement Slippery,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
831,36454,1/21/14,10:50,BROOKLYN,11235,40.5830814,-73.9543646,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
832,36455,1/21/14,10:50,BROOKLYN,11225,40.6564847,-73.9600738,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
833,36456,1/21/14,10:50,BROOKLYN,11219,40.6296472,-74.0106999,0,0,0,0,0,0,0,0,Lost Consciousness,PASSENGER VEHICLE,64,0,206,0,-110,68,340
834,36457,1/21/14,10:50,BROOKLYN,11203,40.6504695,-73.9244216,0,0,0,0,0,0,0,0,Pavement Slippery,FIRE TRUCK,64,0,206,0,-110,68,340
835,36458,1/21/14,10:49,MANHATTAN,10012,40.7293104,-73.9978857,1,0,1,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
836,36459,1/21/14,10:49,MANHATTAN,10022,40.7554534,-73.9621007,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
837,36460,1/21/14,10:45,MANHATTAN,NA,40.753791,-73.7442778,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
838,36461,1/21/14,10:45,QUEENS,11377,40.7638808,-73.9029764,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
839,36462,1/21/14,10:45,QUEENS,11364,40.7362694,-73.7728608,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
840,36463,1/21/14,10:45,QUEENS,11356,40.7892098,-73.8455778,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
841,36464,1/21/14,10:45,QUEENS,11102,40.7698881,-73.9278061,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
842,36465,1/21/14,10:45,MANHATTAN,10013,40.7250257,-74.0058952,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
843,36466,1/21/14,10:45,BROOKLYN,11226,40.6490386,-73.9474653,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
844,36467,1/21/14,10:42,BROOKLYN,11233,40.6742806,-73.9166906,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
845,36468,1/21/14,10:42,BROOKLYN,11233,40.6761899,-73.9080899,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
846,36469,1/21/14,10:40,MANHATTAN,10033,40.8514354,-73.9350843,1,0,0,0,0,0,1,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
847,36470,1/21/14,10:40,QUEENS,NA,40.7392101,-73.9410038,0,0,0,0,0,0,0,0,Unspecified,TAXI,64,0,206,0,-110,68,340
848,36471,1/21/14,10:40,STATEN ISLAND,10306,40.553489,-74.1317787,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
849,36472,1/21/14,10:40,QUEENS,11416,40.6869052,-73.8481873,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
850,36473,1/21/14,10:40,QUEENS,11385,40.7042685,-73.8918464,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
851,36474,1/21/14,10:40,QUEENS,11361,40.7577537,-73.7833817,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
852,36475,1/21/14,10:40,MANHATTAN,10033,40.8535828,-73.9322265,0,0,0,0,0,0,0,0,Unspecified,VAN,64,0,206,0,-110,68,340
853,36476,1/21/14,10:40,BRONX,10468,40.876976,-73.8896598,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
854,36477,1/21/14,10:37,BROOKLYN,11226,40.6503881,-73.958708,0,0,0,0,0,0,0,0,Unspecified,VAN,64,0,206,0,-110,68,340
855,36478,1/21/14,10:35,QUEENS,NA,40.8848174,-73.86755,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
856,36479,1/21/14,10:35,BRONX,10457,40.8525219,-73.9000132,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
857,36480,1/21/14,10:35,BRONX,10456,40.8258108,-73.9070305,0,0,0,0,0,0,0,0,Drugs (Illegal),SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
858,36481,1/21/14,10:33,STATEN ISLAND,10304,40.5926695,-74.1008184,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
859,36482,1/21/14,10:30,BRONX,10462,40.8364743,-73.860939,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,64,0,206,0,-110,68,340
860,36483,1/21/14,10:30,BROOKLYN,NA,40.7386008,-73.795217,0,0,0,0,0,0,0,0,Traffic Control Disregarded,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
861,36484,1/21/14,10:30,BRONX,NA,40.6663575,-73.8016188,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
862,36485,1/21/14,10:30,STATEN ISLAND,10301,40.6464901,-74.0865359,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
863,36486,1/21/14,10:30,STATEN ISLAND,10301,40.6464901,-74.0865359,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
864,36487,1/21/14,10:30,QUEENS,11434,40.6789705,-73.7598389,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
865,36488,1/21/14,10:30,QUEENS,11423,40.7188891,-73.7644677,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
866,36489,1/21/14,10:30,QUEENS,11420,40.676027,-73.8090456,0,0,0,0,0,0,0,0,Backing Unsafely,PASSENGER VEHICLE,64,0,206,0,-110,68,340
867,36490,1/21/14,10:30,QUEENS,11355,40.75144,-73.824923,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
868,36491,1/21/14,10:30,QUEENS,11355,40.7568402,-73.8101242,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
869,36492,1/21/14,10:30,QUEENS,11103,40.7608909,-73.9085903,0,0,0,0,0,0,0,0,Traffic Control Disregarded,VAN,64,0,206,0,-110,68,340
870,36493,1/21/14,10:30,QUEENS,11101,40.7343138,-73.9380165,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
871,36494,1/21/14,10:30,MANHATTAN,10036,40.762025,-74.0011515,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
872,36495,1/21/14,10:30,MANHATTAN,10036,40.758981,-73.9959428,0,0,0,0,0,0,0,0,Pavement Slippery,VAN,64,0,206,0,-110,68,340
873,36496,1/21/14,10:30,MANHATTAN,10024,40.7852936,-73.9693348,0,0,0,0,0,0,0,0,Pavement Slippery,TAXI,64,0,206,0,-110,68,340
874,36497,1/21/14,10:30,MANHATTAN,10021,40.7717829,-73.9654346,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
875,36498,1/21/14,10:30,MANHATTAN,10012,40.7203211,-73.9940403,0,0,0,0,0,0,0,0,View Obstructed/Limited,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
876,36499,1/21/14,10:30,MANHATTAN,10011,40.7475353,-74.007828,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,64,0,206,0,-110,68,340
877,36500,1/21/14,10:30,BROOKLYN,11236,40.641947,-73.9166193,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
878,36501,1/21/14,10:30,BROOKLYN,11225,40.663303,-73.960614,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
879,36502,1/21/14,10:30,BROOKLYN,11216,40.6817737,-73.9435997,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
880,36503,1/21/14,10:30,BROOKLYN,11212,40.6627452,-73.9219315,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
881,36504,1/21/14,10:30,BROOKLYN,11207,40.6585778,-73.8906229,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
882,36505,1/21/14,10:30,BROOKLYN,11201,40.692134,-73.9825793,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
883,36506,1/21/14,10:30,BRONX,10469,40.8693443,-73.8474418,0,0,0,0,0,0,0,0,Unspecified,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
884,36507,1/21/14,10:30,BRONX,10468,40.8617318,-73.9118139,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
885,36508,1/21/14,10:27,MANHATTAN,10034,40.872316,-73.9127363,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
886,36509,1/21/14,10:27,BROOKLYN,11208,40.6684753,-73.857789,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
887,36510,1/21/14,10:26,MANHATTAN,10016,40.7477508,-73.9808504,0,0,0,0,0,0,0,0,Prescription Medication,UNKNOWN,64,0,206,0,-110,68,340
888,36511,1/21/14,10:25,BRONX,NA,40.7365231,-73.9283288,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
889,36512,1/21/14,10:25,QUEENS,11373,40.7367523,-73.8776702,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
890,36513,1/21/14,10:25,BROOKLYN,11237,40.6969748,-73.906525,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
891,36514,1/21/14,10:25,BROOKLYN,11235,40.5789953,-73.964908,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
892,36515,1/21/14,10:25,BROOKLYN,11214,40.5997184,-74.0021066,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
893,36516,1/21/14,10:25,BROOKLYN,11209,40.6275992,-74.0381977,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
894,36517,1/21/14,10:25,BRONX,10457,40.8381983,-73.9011767,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
895,36518,1/21/14,10:22,BRONX,10455,40.8130953,-73.8982589,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
896,36519,1/21/14,10:20,STATEN ISLAND,10312,40.5646337,-74.1832506,0,0,0,0,0,0,0,0,Backing Unsafely,PASSENGER VEHICLE,64,0,206,0,-110,68,340
897,36520,1/21/14,10:20,QUEENS,11435,40.7063637,-73.8167205,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
898,36521,1/21/14,10:20,QUEENS,11418,40.7022402,-73.8196424,0,0,0,0,0,0,0,0,Pavement Slippery,TAXI,64,0,206,0,-110,68,340
899,36522,1/21/14,10:20,MANHATTAN,10016,40.7426458,-73.9824542,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
900,36523,1/21/14,10:20,BROOKLYN,11220,40.6326333,-74.0125342,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,64,0,206,0,-110,68,340
901,36524,1/21/14,10:20,BROOKLYN,11220,40.6387349,-74.0133568,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
902,36525,1/21/14,10:20,BRONX,10457,40.8525219,-73.9000132,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
903,36526,1/21/14,10:19,MANHATTAN,10025,40.7971492,-73.9736525,0,0,0,0,0,0,0,0,Pavement Slippery,VAN,64,0,206,0,-110,68,340
904,36527,1/21/14,10:17,BRONX,10462,40.837784,-73.8524797,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
905,36528,1/21/14,10:15,QUEENS,11106,40.7660638,-73.930886,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
